File,Del_ID,Wait_Start,Result_Time,Time_Diff_Seconds,Result
CHARNE_INV.log,720712831,01-Dec-25 20:01:42,01-Dec-25 20:01:42,0.0,LOCK SUCCESS
CHARNE_INV.log,720712832,01-Dec-25 20:01:43,01-Dec-25 20:01:43,0.0,LOCK SUCCESS
CHARNE_INV.log,720712833,01-Dec-25 20:01:43,01-Dec-25 20:01:43,0.0,LOCK SUCCESS
CHARNE_INV.log,720712827,01-Dec-25 20:02:02,01-Dec-25 20:02:02,0.0,LOCK SUCCESS
CHARNE_INV.log,720713675,01-Dec-25 20:07:24,01-Dec-25 20:07:24,0.0,LOCK SUCCESS
CHARNE_INV.log,720713674,01-Dec-25 20:07:25,01-Dec-25 20:07:25,0.0,LOCK SUCCESS
CHARNE_INV.log,720713676,01-Dec-25 20:07:25,01-Dec-25 20:07:25,0.0,LOCK SUCCESS
CHARNE_INV.log,720711956,01-Dec-25 20:09:24,01-Dec-25 20:09:24,0.0,LOCK SUCCESS
CHARNE_INV.log,720711955,01-Dec-25 20:09:25,01-Dec-25 20:09:25,0.0,LOCK SUCCESS
CHARNE_INV.log,720711957,01-Dec-25 20:09:26,01-Dec-25 20:09:26,0.0,LOCK SUCCESS
CHARNE_INV.log,720710586,01-Dec-25 20:12:31,01-Dec-25 20:12:31,0.0,LOCK SUCCESS
CHARNE_INV.log,720711953,01-Dec-25 20:12:32,01-Dec-25 20:12:32,0.0,LOCK SUCCESS
CHARNE_INV.log,720712812,01-Dec-25 20:14:55,01-Dec-25 20:14:55,0.0,LOCK SUCCESS
CHARNE_INV.log,720712810,01-Dec-25 20:14:56,01-Dec-25 20:14:56,0.0,LOCK SUCCESS
CHARNE_INV.log,720712811,01-Dec-25 20:14:56,01-Dec-25 20:14:56,0.0,LOCK SUCCESS
CHARNE_INV.log,720712793,01-Dec-25 20:19:45,01-Dec-25 20:19:45,0.0,LOCK SUCCESS
CHARNE_INV.log,720712790,01-Dec-25 20:19:45,01-Dec-25 20:19:45,0.0,LOCK SUCCESS
CHARNE_INV.log,720712789,01-Dec-25 20:19:46,01-Dec-25 20:19:46,0.0,LOCK SUCCESS
CHARNE_INV.log,720713651,01-Dec-25 20:22:11,01-Dec-25 20:22:11,0.0,LOCK SUCCESS
CHARNE_INV.log,720712848,01-Dec-25 20:24:53,01-Dec-25 20:24:53,0.0,LOCK SUCCESS
CHARNE_INV.log,720712863,01-Dec-25 20:30:54,01-Dec-25 20:30:54,0.0,LOCK SUCCESS
CHARNE_INV.log,720712862,01-Dec-25 20:30:54,01-Dec-25 20:30:54,0.0,LOCK SUCCESS
CHARNE_INV.log,720712858,01-Dec-25 20:30:54,01-Dec-25 20:30:54,0.0,LOCK SUCCESS
CHARNE_INV.log,720712860,01-Dec-25 20:30:54,01-Dec-25 20:30:54,0.0,LOCK SUCCESS
CHARNE_INV.log,720712861,01-Dec-25 20:31:25,01-Dec-25 20:31:25,0.0,LOCK SUCCESS
CHARNE_INV.log,720706562,01-Dec-25 20:34:24,01-Dec-25 20:34:24,0.0,LOCK SUCCESS
CHARNE_INV.log,720706560,01-Dec-25 20:34:26,01-Dec-25 20:34:26,0.0,LOCK SUCCESS
CHARNE_INV.log,720706524,01-Dec-25 20:35:01,01-Dec-25 20:35:01,0.0,LOCK SUCCESS
CHARNE_INV.log,720706523,01-Dec-25 20:35:02,01-Dec-25 20:35:02,0.0,LOCK SUCCESS
CHARNE_INV.log,720703980,01-Dec-25 20:35:54,01-Dec-25 20:35:54,0.0,LOCK SUCCESS
CHARNE_INV.log,720703979,01-Dec-25 20:35:55,01-Dec-25 20:35:55,0.0,LOCK SUCCESS
CHARNE_INV.log,720703982,01-Dec-25 20:35:55,01-Dec-25 20:35:55,0.0,LOCK SUCCESS
CHARNE_INV.log,720703981,01-Dec-25 20:36:46,01-Dec-25 20:36:46,0.0,LOCK SUCCESS
CHARNE_INV.log,720703982,01-Dec-25 20:36:47,01-Dec-25 20:36:47,0.0,LOCK SUCCESS
